datetime,serial_no,curvature_1,curvature_2,tilt_1,tilt_2,machine_number
2023-01-01T12:02:17,DNpn00220123000,0.6163178610314561,0.5422906725535555,0.8230340514088239,0.8277677626287039,1
2023-01-01T12:02:19,DNpn00220123001,0.37019931138863627,0.5509162680888834,0.9918400502190993,0.7302256250013976,1
2023-01-01T12:02:20,DNpn00220123002,0.6277169740798239,0.5260227308947946,1.1719651184397022,1.3341041149741255,1
2023-01-01T12:02:52,DNpn00220123003,0.3680879852703082,0.4546081653807939,0.9622803980906447,1.0537882208276774,4
2023-01-01T12:04:47,DNpn00220123004,0.6173588236413382,0.30524487980057996,1.018105348244315,1.0989610528211426,2
2023-01-01T12:05:06,DNpn00220123005,0.4499466394785577,0.49600526648445015,0.9701191079095681,0.6714906140846911,3
2023-01-01T12:05:22,DNpn00220123006,0.6035674637138267,0.6557736039212525,1.05976930076471,1.054340137733248,4
2023-01-01T12:05:25,DNpn00220123007,0.427561781315811,0.40837398430850613,0.8865980646275771,0.8285535382425457,1
2023-01-01T12:06:46,DNpn00220123008,0.9061273623417504,0.034079815542567435,1.0808787551889107,1.4088454115887612,2
2023-01-01T12:07:35,DNpn00220123009,0.9350183786344249,0.12904110299279384,0.9192208991157866,1.5230991545598775,2
2023-01-01T12:08:10,DNpn00220123010,0.5786385339772202,0.5102747966168354,1.145319593215715,0.8544333700775444,4
2023-01-01T12:11:14,DNpn00220123011,1.0232725167948729,0.1508055888233128,0.8651432156041682,1.5119128514656786,4
2023-01-01T12:11:57,DNpn00220123012,0.7509461823526966,0.12953842633694176,1.0263700940136802,1.2146138514559284,3
2023-01-01T12:12:50,DNpn00220123013,0.5304355694841052,0.45146447488218516,1.1388373458791143,1.2957397502606647,1
2023-01-01T12:13:01,DNpn00220123014,0.47299654137449715,0.5580402051636207,0.816532653786587,1.2804353842049798,3
2023-01-01T12:15:03,DNpn00220123015,0.9294178954995133,0.07634407910561153,1.97073011191103,1.2556898678230048,2
2023-01-01T12:18:36,DNpn00220123016,0.3529505903671396,0.5212352551910333,1.0444118782362593,0.9570172552317069,1
2023-01-01T12:19:38,DNpn00220123017,0.9221131205532358,0.05389791322803611,1.0132423476711327,1.6074237920998111,1
2023-01-01T12:22:59,DNpn00220123018,0.6273033969937167,0.71323898183925,1.2007307553429722,1.1856291791946914,3
2023-01-01T12:26:09,DNpn00220123019,1.0542783090885925,0.07630037370244186,1.029365238794317,1.5296027873084936,3
2023-01-01T12:26:20,DNpn00220123020,0.8597388988462303,0.08130586170739001,1.9210685206311666,1.2970574014403988,2
2023-01-01T12:26:39,DNpn00220123021,0.4461104120848687,0.48133082220999607,1.0476324696895052,1.0700964118482812,3
2023-01-01T12:26:42,DNpn00220123022,0.6439746661902581,0.48696429641306044,1.038258384535376,1.2813865919993284,4
2023-01-01T12:30:37,DNpn00220123023,0.42613987300298894,0.5185280142941292,1.076296354604941,0.962592127306781,3
2023-01-01T12:31:54,DNpn00220123024,0.5693394157604893,0.5569506484007276,0.9393352970033109,0.910674093729285,1
2023-01-01T12:32:23,DNpn00220123025,0.4701125457592013,0.674207212023472,0.779188312058455,0.9512893491138334,2
2023-01-01T12:33:16,DNpn00220123026,0.951946774909772,0.04651565544602019,1.543033467256674,0.8860084000992883,1
2023-01-01T12:35:11,DNpn00220123027,0.5883712541601338,0.48173093898101715,1.017980683712091,1.316344307137369,4
2023-01-01T12:37:06,DNpn00220123028,0.6421986162605045,0.5124834674581147,0.9427586632019215,1.0577757176104394,2
2023-01-01T12:38:20,DNpn00220123029,0.8242489430178498,0.1393239187529929,1.53650948695189,0.7027019766735572,2
2023-01-01T12:39:56,DNpn00220123030,0.5341763421921173,0.5359540298372297,0.8781361643349404,1.0997310044702446,2
2023-01-01T12:40:38,DNpn00220123031,0.2600839414971602,0.4396631295218083,0.805144979755277,0.9633815288370493,1
2023-01-01T12:40:57,DNpn00220123032,0.5192864723692935,0.4707071438704536,0.8249167489721375,0.9216561925925352,3
2023-01-01T12:41:06,DNpn00220123033,0.6119432200785542,0.5218723917149635,1.1745112026817819,0.9091308213114031,2
2023-01-01T12:41:23,DNpn00220123034,0.44130661105760793,0.4976283911983101,1.2073968818558125,1.3810263379687795,2
2023-01-01T12:42:40,DNpn00220123035,0.5501344085751693,0.5118901657901852,0.9340805878567144,1.0176000228611692,4
2023-01-01T12:42:51,DNpn00220123036,0.5553017100952302,0.44331861260365313,1.0004398980689622,1.0422230413127278,2
2023-01-01T12:45:17,DNpn00220123037,0.5137437873523584,0.5554541874614879,1.0813255578811403,1.2467729062535895,4
2023-01-01T12:46:04,DNpn00220123038,0.614241325202156,0.49158778441076034,0.9530948485721202,1.4501855957627414,2
2023-01-01T12:47:51,DNpn00220123039,0.6405952067605711,0.5062959909149869,1.1786266024705903,1.1799907823219766,3
2023-01-01T12:48:02,DNpn00220123040,0.34766952484722535,0.42157455336426697,0.9385563125092142,1.0808105585612044,2
2023-01-01T12:49:09,DNpn00220123041,0.7645981083893603,0.08517973593585292,1.8438195517268037,0.9832429133115267,4
2023-01-01T12:49:21,DNpn00220123042,0.8823769935867604,0.08306903223100337,2.0899892969834934,0.8270648676182635,2
2023-01-01T12:52:00,DNpn00220123043,0.4405140914007565,0.31603045684762676,0.6444205771928775,1.275126923050114,4
2023-01-01T12:53:03,DNpn00220123044,0.47416821168670453,0.5191114319022384,1.0985218151369156,1.2715197190504166,3
2023-01-01T12:55:06,DNpn00220123045,0.6228289009451647,0.382302352110861,1.1126103860175822,1.4198721966404477,4
2023-01-01T12:55:33,DNpn00220123046,0.444981724130383,0.3810742642725575,0.9802155238402611,0.990093598849811,4
2023-01-01T12:58:04,DNpn00220123047,0.5703138188698983,0.5988350053988718,0.9488538809243672,1.1754491851254896,3
2023-01-01T12:58:33,DNpn00220123048,0.6681619437893139,0.386674557539402,0.8541929034948954,1.0726203011468227,3
2023-01-01T12:59:50,DNpn00220123049,0.5486880540559815,0.4358101572350142,1.2007612832263928,0.7793640575039519,1
2023-01-01T12:59:58,DNpn00220123050,0.4667657311088319,0.61939094848223,0.7877197838682732,1.1578599607538744,2
2023-01-01T13:00:00,DNpn00220123051,0.5282607998588891,0.5154584736109886,0.979396256167827,0.8304746368295134,3
2023-01-01T13:01:33,DNpn00220123052,0.5490973821547886,0.4787720055845135,1.1036527178199798,0.9195756018760634,2
2023-01-01T13:02:11,DNpn00220123053,0.4327181610531442,0.5432964216424322,0.8099965321572098,0.6501380616401008,2
2023-01-01T13:02:44,DNpn00220123054,0.4324436234652628,0.41310905036789447,1.0283911472577802,1.1854346557019273,2
2023-01-01T13:03:51,DNpn00220123055,0.6487759945913321,0.5630366540548887,0.8888501049025727,0.7642263717217826,2
2023-01-01T13:04:12,DNpn00220123056,0.4352771390218042,0.6262963755894658,1.0140385605026914,1.0692728867388714,4
