"Timestamp","WaveID",ElapseTime,PressfitLoad,"Judge"
2026-01-01 00:01:21,"A1",0,0,"OK"
2026-01-01 00:16:55,"A1",1.00083402835696,0,"OK"
2026-01-01 00:32:32,"A1",2.00166805671393,0.0108693203308432,"OK"
2026-01-01 00:46:18,"A1",3.00250208507089,0,"OK"
2026-01-01 01:03:00,"A1",4.00333611342786,0,"OK"
2026-01-01 01:18:41,"A1",5.00417014178482,0.0298531831139014,"OK"
2026-01-01 01:32:27,"A1",6.00500417014178,0.00535639447351784,"OK"
2026-01-01 01:46:31,"A1",7.00583819849875,0.00677007019316417,"OK"
2026-01-01 02:01:53,"A1",8.00667222685571,0.0309466188316343,"OK"
2026-01-01 02:17:05,"A1",9.00750625521268,0.0200952951038059,"OK"
2026-01-01 02:31:44,"A1",10.0083402835696,0.0302623955364876,"OK"
2026-01-01 02:45:03,"A1",11.0091743119266,0.0371591305853306,"OK"
2026-01-01 02:59:36,"A1",12.0100083402836,0.0573843770462861,"OK"
2026-01-01 03:14:19,"A1",13.0108423686405,0.0798856905524098,"OK"
2026-01-01 03:28:59,"A1",14.0116763969975,0.126271804076737,"OK"
2026-01-01 03:43:44,"A1",15.0125104253545,0.143568053045389,"OK"
2026-01-01 03:59:17,"A1",16.0133444537114,0.211271975205453,"OK"
2026-01-01 04:13:55,"A1",17.0141784820684,0.246420440329944,"OK"
2026-01-01 04:28:18,"A1",18.0150125104254,0.348143508246348,"OK"
2026-01-01 04:41:48,"A1",19.0158465387823,0.435776581969108,"OK"
2026-01-01 04:56:41,"A1",20.0166805671393,0.551142946019959,"OK"
2026-01-01 05:11:52,"A1",21.0175145954962,0.637483555006432,"OK"
2026-01-01 05:26:21,"A1",22.0183486238532,0.769872959372396,"OK"
2026-01-01 05:40:44,"A1",23.0191826522102,0.799073915598092,"OK"
2026-01-01 05:57:36,"A1",24.0200166805671,0.921366729806373,"OK"
2026-01-01 06:14:39,"A1",25.0208507089241,0.984576156886032,"OK"
2026-01-01 06:30:32,"A1",26.0216847372811,1.01778556211585,"OK"
2026-01-01 06:44:04,"A1",27.022518765638,1.07151595514376,"OK"
2026-01-01 06:59:55,"A1",28.023352793995,1.09627173276555,"OK"
2026-01-01 07:15:29,"A1",29.024186822352,1.13652643343266,"OK"
2026-01-01 07:31:30,"A1",30.0250208507089,1.19029153271295,"OK"
2026-01-01 07:46:50,"A1",31.0258548790659,1.24134818858993,"OK"
2026-01-01 08:02:24,"A1",32.0266889074229,1.29449431607677,"OK"
2026-01-01 08:17:25,"A1",33.0275229357798,1.30662338273738,"OK"
2026-01-01 08:31:46,"A1",34.0283569641368,1.30648547273608,"OK"
2026-01-01 08:46:52,"A1",35.0291909924937,1.31727986839532,"OK"
2026-01-01 09:01:55,"A1",36.0300250208507,1.25553002675671,"OK"
2026-01-01 09:17:18,"A1",37.0308590492077,1.23081727333121,"OK"
2026-01-01 09:32:50,"A1",38.0316930775646,1.21210782116493,"OK"
2026-01-01 09:49:16,"A1",39.0325271059216,1.18377263069461,"OK"
2026-01-01 10:05:45,"A1",40.0333611342786,1.17970334948247,"OK"
2026-01-01 10:19:52,"A1",41.0341951626355,1.16945586931286,"OK"
2026-01-01 10:33:55,"A1",42.0350291909925,1.17170711727492,"OK"
2026-01-01 10:47:28,"A1",43.0358632193495,1.17249686362837,"OK"
2026-01-01 11:03:13,"A1",44.0366972477064,1.16029479342595,"OK"
